,id,type,links,attributes,relationships,comment
244,FDA-2011-N-0921-0732,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0732'},"{'commentOn': '09000064813a84a8', 'commentOnDocumentId': 'FDA-2011-N-0921-0199', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'State Government - G0012', 'comment': ""Re: Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption<br/>Docket No. FDA-2011-N-0921<br/>RIN 0910-AG35<br/><br/>California Department of Resources Recycling and Recovery (CalRecycle) appreciates the opportunity to comment on the proposed rule, &ldquo;Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption,&rdquo; by the Food and Drug Administration (FDA) and supports the science-based standards for the safe production and harvesting of fruits and vegetables that minimize the risk of serious adverse health consequences.<br/><br/>CalRecycle supports the overall direction and agrees with the importance of protecting public health and safety.  California has more than a decade of experience regulating composters.  We offer comparisons to our current laws and regulations in the hope of standardizing terminology and building upon existing compost product standards and industry best practices.  In that spirit, we would like to make the following recommendations: <br/><br/>This is an excerpt of our formal comment letter.  Please see the letter for our additional comments.<br/><br/>112.54(c)(1) &amp; 112.54(c)(2) &ndash; Requiring Curing piles to be covered<br/>Compost pile curing is a process that occurs at lower temperatures and after the &ldquo;Process to Further Reduce Pathogens&rdquo; (PFRP, Title 14, CCR Section 17868.3).  The curing process is not an extension of the PFRP process.  Covering curing piles can prevent the pile from breathing properly, hindering the curing process.  In addition, this requirement will serve as an operational hardship to composters.  The insulation layer will not be removable and therefore, if a non-compost material is used (e.g. hay), the raw material will have to be certified pathogen and weed free before use, and then incorporated into the pile, which will extend the composting period.  If the insulation layer is comprised of finished compost, it becomes an addition to the curing pile which is nearly indistinguishable from the composting feedstock itself, making enforcement of this rule difficult.<br/><br/>CalRecycle believes that PFRP should be relied upon for pathogen reduction.   The curing process helps reduce other constituents of immature compost which may be harmful to plants.  There are a number of reliable, commercially available tests to measure compost maturity and stability.   California regulations reference both temperature and maturity.  Both definitions below are from CCR, Title 14, Section 17852:<br/>&bull;<span style='padding-left: 30px'></span>(1) &quot;Active Compost&quot; means compost feedstock that is in the process of being rapidly decomposed and is unstable. Active compost is generating temperatures of at least 50 degrees Celsius (122 degrees Fahrenheit) during decomposition; or is releasing carbon dioxide at a rate of at least 15 milligrams per gram of compost per day, or the equivalent of oxygen uptake.<br/>&bull;<span style='padding-left: 30px'></span>(13) &quot;Curing&quot; means the final stage of the composting process that occurs after compost has undergone pathogen reduction, as described in section 17868.3, and after most of the readily metabolized material has been decomposed and stabilized.<br/>California regulations require that aerated static pile composting processes insulate the active compost during the PFRP to ensure that all of the compostable material achieves proper temperatures.  Windrow operators are required to turn 5 times for the same purpose, but are not required to insulate.  CCR Title 14, Section 17868.3(4) states:<br/>&bull;<span style='padding-left: 30px'></span>If the operation or facility uses an aerated static pile composting process, all active compost shall be covered with 6 to 12 inches of insulating material, and the active compost shall be maintained at a temperature of 55 degrees Celsius (131 degrees Fahrenheit) or higher for a pathogen reduction period of 3 days.<br/>&bull;<span style='padding-left: 30px'></span>If the operation or facility uses a windrow composting process, active compost shall be maintained under aerobic conditions at a temperature of 55 degrees Celsius (131 degrees Fahrenheit) or higher for a pathogen reduction period of 15 days or longer. During the period when the compost is maintained at 55 degrees Celsius or higher, there shall be a minimum of five (5) turnings of the windrow.<br/><br/>Recommendations:  <br/>&bull;<span style='padding-left: 30px'></span>Move the phrase &lsquo;which includes proper insulation&rsquo; in section 112.54(c)(1) and strike the phrase &lsquo;which includes proper insulation&rsquo; from section 112.54(c)(2)<br/>&bull;<span style='padding-left: 30px'></span>112.54(c)(1):  Static composting that maintains aerobic (i.e., oxygenated) conditions at a minimum of 131F (55C) for 3 days which includes proper insulation and is followed by adequate curing which includes proper insulation;<br/>&bull;<span style='padding-left: 30px'></span>112.54(c)(2):  Turned composting that maintains aerobic conditions at a minimum of 131F (55C) for 15 days, with a minimum of five turnings, and is followed by adequate curing, which includes proper insulation<br/><br/>Sincerely,<br/>CalRecycle <br/><br/>"", 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2011-N-0921', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '0900006481482ec2', 'lastName': None, 'legacyId': None, 'modifyDate': '2014-07-11T20:07:19Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2014-07-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2013-11-15T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Electronic Regulation from Form', 'title': 'Comment from CalRecycle', 'trackingNbr': '1jx-88r5-xzeo', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0732/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0732/attachments'}}}","Re: Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption<br/>Docket No. FDA-2011-N-0921<br/>RIN 0910-AG35<br/><br/>California Department of Resources Recycling and Recovery (CalRecycle) appreciates the opportunity to comment on the proposed rule, &ldquo;Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption,&rdquo; by the Food and Drug Administration (FDA) and supports the science-based standards for the safe production and harvesting of fruits and vegetables that minimize the risk of serious adverse health consequences.<br/><br/>CalRecycle supports the overall direction and agrees with the importance of protecting public health and safety.  California has more than a decade of experience regulating composters.  We offer comparisons to our current laws and regulations in the hope of standardizing terminology and building upon existing compost product standards and industry best practices.  In that spirit, we would like to make the following recommendations: <br/><br/>This is an excerpt of our formal comment letter.  Please see the letter for our additional comments.<br/><br/>112.54(c)(1) &amp; 112.54(c)(2) &ndash; Requiring Curing piles to be covered<br/>Compost pile curing is a process that occurs at lower temperatures and after the &ldquo;Process to Further Reduce Pathogens&rdquo; (PFRP, Title 14, CCR Section 17868.3).  The curing process is not an extension of the PFRP process.  Covering curing piles can prevent the pile from breathing properly, hindering the curing process.  In addition, this requirement will serve as an operational hardship to composters.  The insulation layer will not be removable and therefore, if a non-compost material is used (e.g. hay), the raw material will have to be certified pathogen and weed free before use, and then incorporated into the pile, which will extend the composting period.  If the insulation layer is comprised of finished compost, it becomes an addition to the curing pile which is nearly indistinguishable from the composting feedstock itself, making enforcement of this rule difficult.<br/><br/>CalRecycle believes that PFRP should be relied upon for pathogen reduction.   The curing process helps reduce other constituents of immature compost which may be harmful to plants.  There are a number of reliable, commercially available tests to measure compost maturity and stability.   California regulations reference both temperature and maturity.  Both definitions below are from CCR, Title 14, Section 17852:<br/>&bull;<span style='padding-left: 30px'></span>(1) &quot;Active Compost&quot; means compost feedstock that is in the process of being rapidly decomposed and is unstable. Active compost is generating temperatures of at least 50 degrees Celsius (122 degrees Fahrenheit) during decomposition; or is releasing carbon dioxide at a rate of at least 15 milligrams per gram of compost per day, or the equivalent of oxygen uptake.<br/>&bull;<span style='padding-left: 30px'></span>(13) &quot;Curing&quot; means the final stage of the composting process that occurs after compost has undergone pathogen reduction, as described in section 17868.3, and after most of the readily metabolized material has been decomposed and stabilized.<br/>California regulations require that aerated static pile composting processes insulate the active compost during the PFRP to ensure that all of the compostable material achieves proper temperatures.  Windrow operators are required to turn 5 times for the same purpose, but are not required to insulate.  CCR Title 14, Section 17868.3(4) states:<br/>&bull;<span style='padding-left: 30px'></span>If the operation or facility uses an aerated static pile composting process, all active compost shall be covered with 6 to 12 inches of insulating material, and the active compost shall be maintained at a temperature of 55 degrees Celsius (131 degrees Fahrenheit) or higher for a pathogen reduction period of 3 days.<br/>&bull;<span style='padding-left: 30px'></span>If the operation or facility uses a windrow composting process, active compost shall be maintained under aerobic conditions at a temperature of 55 degrees Celsius (131 degrees Fahrenheit) or higher for a pathogen reduction period of 15 days or longer. During the period when the compost is maintained at 55 degrees Celsius or higher, there shall be a minimum of five (5) turnings of the windrow.<br/><br/>Recommendations:  <br/>&bull;<span style='padding-left: 30px'></span>Move the phrase &lsquo;which includes proper insulation&rsquo; in section 112.54(c)(1) and strike the phrase &lsquo;which includes proper insulation&rsquo; from section 112.54(c)(2)<br/>&bull;<span style='padding-left: 30px'></span>112.54(c)(1):  Static composting that maintains aerobic (i.e., oxygenated) conditions at a minimum of 131F (55C) for 3 days which includes proper insulation and is followed by adequate curing which includes proper insulation;<br/>&bull;<span style='padding-left: 30px'></span>112.54(c)(2):  Turned composting that maintains aerobic conditions at a minimum of 131F (55C) for 15 days, with a minimum of five turnings, and is followed by adequate curing, which includes proper insulation<br/><br/>Sincerely,<br/>CalRecycle <br/><br/>"
245,FDA-2011-N-0921-0725,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0725'},"{'commentOn': '09000064813a84a8', 'commentOnDocumentId': 'FDA-2011-N-0921-0199', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'Association - D0003', 'comment': 'To Whom It May Concern:<br/><br/>Kindly find attached the comments of ISSA on the FDA Proposed Rule regarding Standards for the Growing, Harvesting, Packing and Holding of Produce for Human Consumption.<br/><br/>Sincerely,<br/>William C. Balek<br/>Director of Legislative Affairs<br/>ISSA', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2011-N-0921', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '0900006481482ab8', 'lastName': None, 'legacyId': None, 'modifyDate': '2014-07-11T19:57:47Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2014-07-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2013-11-15T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': 'William Balek', 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Electronic Regulation from Form', 'title': 'Comment from ISSA', 'trackingNbr': '1jx-88r4-7b65', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0725/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0725/attachments'}}}","To Whom It May Concern:<br/><br/>Kindly find attached the comments of ISSA on the FDA Proposed Rule regarding Standards for the Growing, Harvesting, Packing and Holding of Produce for Human Consumption.<br/><br/>Sincerely,<br/>William C. Balek<br/>Director of Legislative Affairs<br/>ISSA"
246,FDA-2011-N-0921-0728,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0728'},"{'commentOn': '09000064813a84a8', 'commentOnDocumentId': 'FDA-2011-N-0921-0199', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'Association - D0003', 'comment': 'See attached file(s)', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2011-N-0921', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '0900006481482d33', 'lastName': None, 'legacyId': None, 'modifyDate': '2014-07-11T20:03:55Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2014-07-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2013-11-15T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': 'Tom Lochner', 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Electronic Regulation from Form', 'title': 'Comment from Wisconsin State Cranberry Growers Association', 'trackingNbr': '1jx-88r4-s3n0', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0728/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0728/attachments'}}}",See attached file(s)
247,FDA-2011-N-0921-0743,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0743'},"{'commentOn': '09000064813a84a8', 'commentOnDocumentId': 'FDA-2011-N-0921-0199', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'Food Industry - C0027', 'comment': 'Please see attached file<br/><br/>Dickenson Kearney<br/>1306 W. Herndon Ave #101<br/>Fresno, Ca 93711', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2011-N-0921', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '0900006481483244', 'lastName': None, 'legacyId': None, 'modifyDate': '2014-07-11T20:22:21Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2014-07-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2013-11-15T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': 'Amy Roberts', 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Electronic Regulation from Form', 'title': 'Comment from Dickenson Kearney, LLC', 'trackingNbr': '1jx-88r5-tcw5', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0743/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0743/attachments'}}}","Please see attached file<br/><br/>Dickenson Kearney<br/>1306 W. Herndon Ave #101<br/>Fresno, Ca 93711"
248,FDA-2011-N-0921-0741,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0741'},"{'commentOn': '09000064813a84a8', 'commentOnDocumentId': 'FDA-2011-N-0921-0199', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'Association - D0003', 'comment': 'See attached file(s)', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2011-N-0921', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '0900006481483230', 'lastName': None, 'legacyId': None, 'modifyDate': '2014-07-11T20:15:41Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2014-07-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2013-11-15T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': 'William Troxell', 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Electronic Regulation from Form', 'title': 'Comment from Pennsylvania Vegetable Growers Association', 'trackingNbr': '1jx-88r5-xxli', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0741/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0741/attachments'}}}",See attached file(s)
249,FDA-2011-N-0921-0777,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0777'},"{'commentOn': '09000064813a84a8', 'commentOnDocumentId': 'FDA-2011-N-0921-0199', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'Other Organizations - E0003', 'comment': 'Please see the attached comment by the National Sustainable Agriculture Coalition on the proposed rule, Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption.', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2011-N-0921', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '0900006481484440', 'lastName': None, 'legacyId': None, 'modifyDate': '2014-07-11T21:13:52Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2014-07-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2013-11-15T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Electronic Regulation from Form', 'title': 'Comment from National Sustainable Agriculture Coalition', 'trackingNbr': '1jx-88r9-yctu', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0777/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2011-N-0921-0777/attachments'}}}","Please see the attached comment by the National Sustainable Agriculture Coalition on the proposed rule, Standards for the Growing, Harvesting, Packing, and Holding of Produce for Human Consumption."
250,EPA-HQ-OA-2018-0259-9245,comments,{'self': 'https://api.regulations.gov/v4/comments/EPA-HQ-OA-2018-0259-9245'},"{'commentOn': '090000648320bc9e', 'commentOnDocumentId': 'EPA-HQ-OA-2018-0259-0001', 'duplicateComments': 1, 'address1': None, 'address2': None, 'agencyId': 'EPA', 'city': None, 'category': None, 'comment': 'See attached', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'EPA-HQ-OA-2018-0259', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '090000648366923f', 'lastName': None, 'legacyId': None, 'modifyDate': '2018-11-30T11:23:44Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2018-09-11T04:00:00Z', 'postmarkDate': '2018-08-15T04:00:00Z', 'reasonWithdrawn': None, 'receiveDate': '2018-08-15T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Company/Organization Comment', 'title': 'Comment submitted by Yogin Kothari, Senior Washington Representative, Center for Science and Democracy, Union of Concerned Scientists', 'trackingNbr': '1k2-953v-x7hf', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/EPA-HQ-OA-2018-0259-9245/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/EPA-HQ-OA-2018-0259-9245/attachments'}}}",See attached
251,RUS-18-TELECOM-0004-0145,comments,{'self': 'https://api.regulations.gov/v4/comments/RUS-18-TELECOM-0004-0145'},"{'commentOn': '090000648356786c', 'commentOnDocumentId': 'RUS-18-TELECOM-0004-0001', 'duplicateComments': 0, 'address1': '2300 River Plaza Dr.', 'address2': None, 'agencyId': 'RUS', 'city': 'Sacramento', 'category': None, 'comment': 'See attachment. ', 'country': 'United States', 'displayProperties': None, 'docAbstract': None, 'docketId': 'RUS-18-TELECOM-0004', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Corinne', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064836bff6c', 'lastName': 'Madison', 'legacyId': None, 'modifyDate': '2018-09-11T20:02:38Z', 'organization': 'CA Farm Bureau Federation', 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2018-09-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2018-09-07T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': 'CA', 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment on FR Doc # 2018-16014', 'trackingNbr': '1k2-95an-b55e', 'withdrawn': False, 'zip': '95833', 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/RUS-18-TELECOM-0004-0145/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/RUS-18-TELECOM-0004-0145/attachments'}}}",See attachment. 
252,ICEB-2018-0002-0719,comments,{'self': 'https://api.regulations.gov/v4/comments/ICEB-2018-0002-0719'},"{'commentOn': '09000064836bb552', 'commentOnDocumentId': 'ICEB-2018-0002-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'ICEB', 'city': None, 'category': None, 'comment': 'HHS should NOT hold children indefinitely. Children should be reunited with their parents as quickly as possible. A report issued November 1998 by Amnesty International takes the US to task for its high levels of juvenile incarceration and for the treatment of those children under the imposed supervision of the state. The report&#39;s introduction blames &quot;the notion of the super-predator&quot; for a host of short- sighted policies and conditions representing a breach of international standards on the treatment of children.<br/><br/>The US is already leading the world in the incarceration rate of our own US children. Now it is expanding the incarceration to children whose parents are coming to the US to seek asylum. There are accusations of gratuitous cruelty deployed by the guards against the children.<br/><br/>Reports have emerged of horrifying conditions in these detention centers, several of which have been compared to jails. Photos from one facility in McAllen, Texas, show children being held in cages.<br/><br/>The lock em up approach to detention is contrary to common sense and our fundamental values. In America, liberty should be the norm for everyoneand detention the last resort. <br/><br/>Omar Jadwat, director of the ACLUs Immigrants Rights Project, had this reaction:<br/><br/>It is sickening to see the United States government looking for ways to jail more children for longer. Thats the complete opposite of what we should be doing  and its yet another example of the Trump administrations hostility toward immigrants resulting in a policy incompatible with the most basic human values.', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'ICEB-2018-0002', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064836bfd0d', 'lastName': None, 'legacyId': None, 'modifyDate': '2018-09-11T20:51:41Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2018-09-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2018-09-07T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment Submitted by Gretchen Peters', 'trackingNbr': '1k2-95al-hrjt', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/ICEB-2018-0002-0719/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/ICEB-2018-0002-0719/attachments'}}}","HHS should NOT hold children indefinitely. Children should be reunited with their parents as quickly as possible. A report issued November 1998 by Amnesty International takes the US to task for its high levels of juvenile incarceration and for the treatment of those children under the imposed supervision of the state. The report&#39;s introduction blames &quot;the notion of the super-predator&quot; for a host of short- sighted policies and conditions representing a breach of international standards on the treatment of children.<br/><br/>The US is already leading the world in the incarceration rate of our own US children. Now it is expanding the incarceration to children whose parents are coming to the US to seek asylum. There are accusations of gratuitous cruelty deployed by the guards against the children.<br/><br/>Reports have emerged of horrifying conditions in these detention centers, several of which have been compared to jails. Photos from one facility in McAllen, Texas, show children being held in cages.<br/><br/>The lock em up approach to detention is contrary to common sense and our fundamental values. In America, liberty should be the norm for everyoneand detention the last resort. <br/><br/>Omar Jadwat, director of the ACLUs Immigrants Rights Project, had this reaction:<br/><br/>It is sickening to see the United States government looking for ways to jail more children for longer. Thats the complete opposite of what we should be doing  and its yet another example of the Trump administrations hostility toward immigrants resulting in a policy incompatible with the most basic human values."
253,USCBP-2018-0029-0020,comments,{'self': 'https://api.regulations.gov/v4/comments/USCBP-2018-0029-0020'},"{'commentOn': '09000064835bb99f', 'commentOnDocumentId': 'USCBP-2018-0029-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'USCBP', 'city': None, 'category': None, 'comment': 'Attached are our comments submitted in response to the proposed rule (Agency/Docket Number: USCBP-2018-0029) for Modernized Drawback. The attached document pertains to recordkeeping and multiple claimants.', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'USCBP-2018-0029', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064836ced0a', 'lastName': None, 'legacyId': None, 'modifyDate': '2018-09-11T16:01:16Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2018-09-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2018-09-10T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment Submitted by David Simcox, Comstock (13th Comment)', 'trackingNbr': '1k2-95cg-x1bm', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/USCBP-2018-0029-0020/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/USCBP-2018-0029-0020/attachments'}}}",Attached are our comments submitted in response to the proposed rule (Agency/Docket Number: USCBP-2018-0029) for Modernized Drawback. The attached document pertains to recordkeeping and multiple claimants.
254,FDA-2018-N-1621-2328,comments,{'self': 'https://api.regulations.gov/v4/comments/FDA-2018-N-1621-2328'},"{'commentOn': '0900006483268845', 'commentOnDocumentId': 'FDA-2018-N-1621-0001', 'duplicateComments': 1, 'address1': None, 'address2': None, 'agencyId': 'FDA', 'city': None, 'category': 'Individual Consumer', 'comment': 'See Attached', 'country': None, 'displayProperties': None, 'docAbstract': None, 'docketId': 'FDA-2018-N-1621', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': None, 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064836cfaad', 'lastName': None, 'legacyId': None, 'modifyDate': '2018-09-11T15:41:48Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 0, 'phone': None, 'postedDate': '2018-09-11T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2018-09-10T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': 'Comment(s)', 'title': 'Comment from Anonymous', 'trackingNbr': '1k2-95ch-ezhh', 'withdrawn': False, 'zip': None, 'openForComment': False}","{'attachments': {'links': {'self': 'https://api.regulations.gov/v4/comments/FDA-2018-N-1621-2328/relationships/attachments', 'related': 'https://api.regulations.gov/v4/comments/FDA-2018-N-1621-2328/attachments'}}}",See Attached
