id,links,attributes,docketId,comment,desc,support,gpt_answer
CDC-2020-0081-8046,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8046'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'You cannot take away our rights as US citizens! I am against a mandate for the COVID-19 vaccine!', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Shannon', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b5cd2', 'lastName': 'Lunsford', 'legacyId': None, 'modifyDate': '2020-08-19T12:16:51Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i35-e7t9', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,You cannot take away our rights as US citizens! I am against a mandate for the COVID-19 vaccine!,,0,0
CDC-2020-0081-8067,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8067'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'My health and the health of my children is MY responsibility. I will not be forced to get, or subject my children to, a vaccine I do not believe is safe or that is financially backed by someone I do not trust. I am a free American with free will to make my own choices. If I am no longer in charge of my own body and the decisions regarding my children, I am no longer free and this is no longer the United States of America that I love and am proud to live in, it is a government controlled state. ', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Anonymous', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b5ce8', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-08-19T12:25:19Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i35-xl0z', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,"My health and the health of my children is MY responsibility. I will not be forced to get, or subject my children to, a vaccine I do not believe is safe or that is financially backed by someone I do not trust. I am a free American with free will to make my own choices. If I am no longer in charge of my own body and the decisions regarding my children, I am no longer free and this is no longer the United States of America that I love and am proud to live in, it is a government controlled state. ",,0,0
CDC-2020-0081-8175,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8175'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'I will not consent to a mandated vaccine for a virus that can easily be treated. My body my choice!!!', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Anonymous', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b5389', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-08-19T15:00:53Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i33-x88v', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,I will not consent to a mandated vaccine for a virus that can easily be treated. My body my choice!!!,,0,0
CDC-2020-0081-8327,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8327'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'Do not make vaccines mandatory especially the Covid 19 vaccine. . Do not violate our American rights and liberties this way. We the people can choose what we want to allow in our bodies. I object to a covid 19 vaccine of any type being added to the cdc schedule for any age group at any point in time. This vaccine should be strictly voluntary with informed consent and safety studies or lack of disclosed to the requesting recipient as all vaccines should be. No coercion, no mandates, strictly voluntary. I, for one, do not consent. Please do not approve or add the covid vaccine to the cdc schedule and rethink some of the others on there. Thank you.', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Anonymous', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b56bc', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-08-19T19:00:42Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i33-yngf', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,"Do not make vaccines mandatory especially the Covid 19 vaccine. . Do not violate our American rights and liberties this way. We the people can choose what we want to allow in our bodies. I object to a covid 19 vaccine of any type being added to the cdc schedule for any age group at any point in time. This vaccine should be strictly voluntary with informed consent and safety studies or lack of disclosed to the requesting recipient as all vaccines should be. No coercion, no mandates, strictly voluntary. I, for one, do not consent. Please do not approve or add the covid vaccine to the cdc schedule and rethink some of the others on there. Thank you.",,0,0
CDC-2020-0081-8426,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8426'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'As a citizen of the United States of America, with unalienable rights given to me by God Almighty, I do not agree with any mandate that will force me or my family to accept a vaccine or any other drug against my will.  I will not comply. ', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Shelley', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b5478', 'lastName': 'Eagle', 'legacyId': None, 'modifyDate': '2020-08-19T20:23:12Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i33-21hk', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,"As a citizen of the United States of America, with unalienable rights given to me by God Almighty, I do not agree with any mandate that will force me or my family to accept a vaccine or any other drug against my will.  I will not comply. ",,0,0
CDC-2020-0081-8720,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8720'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'Many people and as for myself will not consent to any vaccination such as Covid19 if survival rate  is high. People vaccinate with a choice.  Let&#39;s keep it that way. Thank you ', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Joeana', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b12b8', 'lastName': 'Ortega', 'legacyId': None, 'modifyDate': '2020-08-19T22:33:33Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-28T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i2l-fq56', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,Many people and as for myself will not consent to any vaccination such as Covid19 if survival rate  is high. People vaccinate with a choice.  Let&#39;s keep it that way. Thank you,,0,0
CDC-2020-0081-8724,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8724'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'The thought of making this vaccine mandatory when it hasn&#39;t been properly tested is insane. Also the deaths continue to decline yet the impact of a vaccine both positive and negative are unknown! It should not be mandated to all. There are people who the impact of a vaccine could be worse than taking their chances on the illness. This should NOT be mandated for all.', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Sam', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b0ce0', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-08-19T22:41:46Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-28T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i2l-1pn1', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,The thought of making this vaccine mandatory when it hasn&#39;t been properly tested is insane. Also the deaths continue to decline yet the impact of a vaccine both positive and negative are unknown! It should not be mandated to all. There are people who the impact of a vaccine could be worse than taking their chances on the illness. This should NOT be mandated for all.,,0,0
CDC-2020-0081-8726,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8726'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'I do not and will not give consent for a forced covid vaccine. I do not support mandated vaccines for covid 19.', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Kristy', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b62a8', 'lastName': 'Schutt', 'legacyId': None, 'modifyDate': '2020-08-19T22:45:50Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i35-4qed', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,I do not and will not give consent for a forced covid vaccine. I do not support mandated vaccines for covid 19.,,0,0
CDC-2020-0081-8734,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8734'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'My family will NOT be consenting to these vaccines or your agend. Period.  If people have the right to their own body by aborting a living being, then the rest of us have the right to NOT get thia vaccine, period.', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Anonymous', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b62ad', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-08-19T22:53:08Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i35-z8ed', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,"My family will NOT be consenting to these vaccines or your agend. Period.  If people have the right to their own body by aborting a living being, then the rest of us have the right to NOT get thia vaccine, period.",,0,0
CDC-2020-0081-8736,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0081-8736'},"{'commentOn': '0900006484742131', 'commentOnDocumentId': 'CDC-2020-0081-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'MY BODY. MY CHOICE. This virus is NOT a death sentence! There are many safer protocols than a killer vaccine. If you mandate this, then ALL CDC, WHO, FDA, NIH, NIAID, GATES, FAUCI, BIRX &amp; YOU (ACIP) should get it FIRST!  <br/><br/>Did you notice that infant deaths were REDUCED during this virus because they were NOT getting the mandated vaccines?!!   <br/><br/>Did you know that most of the ingredients in vaccines ARE listed as POISONS by the Poison Control Center?!! <br/><br/>If vaccines are safe, why has the Court awarded over 4 billion dollars to vaccine injured victims? And that&#39;s only 1% of complaints to the Court!<br/><br/>This vaccine won&#39;t do anything, just like the flu vaccine doesn&#39;t do anything to curb the virus; it always makes it worse! <br/><br/>', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0081', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Nancy', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847b62ae', 'lastName': 'Millsap', 'legacyId': None, 'modifyDate': '2020-08-19T22:54:58Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-07-29T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i35-1e2g', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0081,"MY BODY. MY CHOICE. This virus is NOT a death sentence! There are many safer protocols than a killer vaccine. If you mandate this, then ALL CDC, WHO, FDA, NIH, NIAID, GATES, FAUCI, BIRX &amp; YOU (ACIP) should get it FIRST!  <br/><br/>Did you notice that infant deaths were REDUCED during this virus because they were NOT getting the mandated vaccines?!!   <br/><br/>Did you know that most of the ingredients in vaccines ARE listed as POISONS by the Poison Control Center?!! <br/><br/>If vaccines are safe, why has the Court awarded over 4 billion dollars to vaccine injured victims? And that&#39;s only 1% of complaints to the Court!<br/><br/>This vaccine won&#39;t do anything, just like the flu vaccine doesn&#39;t do anything to curb the virus; it always makes it worse! <br/><br/>",,0,0
CDC-2020-0087-1695,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0087-1695'},"{'commentOn': '090000648478e39d', 'commentOnDocumentId': 'CDC-2020-0087-0001', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'Q1. I don&#39;t understand why the CDC is asking this question of the general public. Have you seen FB? People don&#39;t know. The CDC and cruise lines should work together to develop best practices regardless of what Joe Public thinks should happen. Same answer for Q2, 3<br/>Q4. Require all guests to arrive 48 hours prior to sailing, stay at a cruise line approved hotel, undergo rapid testing upon arrival (my daughter got results at the hospital this week in under an hour) and do not leave the hotel prior to boarding. The ship should have the same rapid tests available at land-based hospitals. Crew tested after every trip. Passengers tested before first boarding.<br/>Q5. Threaten their job if they don&#39;t<br/>Q6. CDC should determine based on historical evidence of speed of spread on cruise ships<br/>Q7. Ships don&#39;t sail from their port unless they have first agreed to accept the ship back no matter what<br/><br/>Truly, most of the questions listed seem like things the CDC and cruise lines should be hashing out. Public comment has been requested for NOTHING up to this point, why is the CDC suddenly asking for public comment about cruises? This doesn&#39;t make any sense. CDC is supposed to be the experts.', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0087', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Greta', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064847e6170', 'lastName': 'Smith', 'legacyId': None, 'modifyDate': '2020-08-20T00:18:48Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-08-19T04:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-08-07T04:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9i9f-a6x8', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0087,"Q1. I don&#39;t understand why the CDC is asking this question of the general public. Have you seen FB? People don&#39;t know. The CDC and cruise lines should work together to develop best practices regardless of what Joe Public thinks should happen. Same answer for Q2, 3<br/>Q4. Require all guests to arrive 48 hours prior to sailing, stay at a cruise line approved hotel, undergo rapid testing upon arrival (my daughter got results at the hospital this week in under an hour) and do not leave the hotel prior to boarding. The ship should have the same rapid tests available at land-based hospitals. Crew tested after every trip. Passengers tested before first boarding.<br/>Q5. Threaten their job if they don&#39;t<br/>Q6. CDC should determine based on historical evidence of speed of spread on cruise ships<br/>Q7. Ships don&#39;t sail from their port unless they have first agreed to accept the ship back no matter what<br/><br/>Truly, most of the questions listed seem like things the CDC and cruise lines should be hashing out. Public comment has been requested for NOTHING up to this point, why is the CDC suddenly asking for public comment about cruises? This doesn&#39;t make any sense. CDC is supposed to be the experts.",,0,0
CDC-2020-0124-0370,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0124-0370'},"{'commentOn': '0900006484997502', 'commentOnDocumentId': 'CDC-2020-0124-0003', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'The CDCs job is to save the most lives possible.  Vaccinate the elderly first - the parents and grandparents of the citizens you are supposed to serve.  Race should not be a factor in your vaccination schedule.', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0124', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'William', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064849ae208', 'lastName': 'McKee', 'legacyId': None, 'modifyDate': '2020-12-21T10:47:54Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-12-21T05:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-12-20T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9krc-onzc', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0124,The CDCs job is to save the most lives possible.  Vaccinate the elderly first - the parents and grandparents of the citizens you are supposed to serve.  Race should not be a factor in your vaccination schedule.,,0,1
CDC-2020-0124-0374,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0124-0374'},"{'commentOn': '0900006484997502', 'commentOnDocumentId': 'CDC-2020-0124-0003', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'Give it to old people first, idiots', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0124', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Anonymous', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064849ae248', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-12-21T10:49:29Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-12-21T05:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-12-20T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9krd-qcz9', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0124,"Give it to old people first, idiots",,0,0
CDC-2020-0124-0375,{'self': 'https://api.regulations.gov/v4/comments/CDC-2020-0124-0375'},"{'commentOn': '0900006484997502', 'commentOnDocumentId': 'CDC-2020-0124-0003', 'duplicateComments': 0, 'address1': None, 'address2': None, 'agencyId': 'CDC', 'city': None, 'category': None, 'comment': 'You should prioritize seniors over essential workers when it comes to vaccinating. Doing otherwise is absolutely insane!!!', 'country': None, 'displayProperties': [{'name': 'pageCount', 'label': 'Page Count', 'tooltip': 'Number of pages In the content file'}], 'docAbstract': None, 'docketId': 'CDC-2020-0124', 'documentType': 'Public Submission', 'email': None, 'fax': None, 'field1': None, 'field2': None, 'fileFormats': None, 'firstName': 'Anonymous', 'govAgency': None, 'govAgencyType': None, 'objectId': '09000064849ae293', 'lastName': 'Anonymous', 'legacyId': None, 'modifyDate': '2020-12-21T10:49:53Z', 'organization': None, 'originalDocumentId': None, 'pageCount': 1, 'phone': None, 'postedDate': '2020-12-21T05:00:00Z', 'postmarkDate': None, 'reasonWithdrawn': None, 'receiveDate': '2020-12-20T05:00:00Z', 'restrictReason': None, 'restrictReasonType': None, 'stateProvinceRegion': None, 'submitterRep': None, 'submitterRepAddress': None, 'submitterRepCityState': None, 'subtype': None, 'title': 'Comment from (name)', 'trackingNbr': '1k4-9krd-b8sa', 'withdrawn': False, 'zip': None, 'openForComment': False}",CDC-2020-0124,You should prioritize seniors over essential workers when it comes to vaccinating. Doing otherwise is absolutely insane!!!,,0,1
